Start_DF1	End_DF1	Start_DF2	End_DF2	Overlap_Percentage_DF1	Overlap_Percentage_DF2	Strand_DF1	Strand_DF2	Feature_DF1	Feature_DF2	Tools_DF1	Tools_DF2
226573	228198	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
228230	229000	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
228230	229000	228985	229572	2.07522697795071	2.72108843537415	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka
228985	229572	229024	229572	93.3673469387755	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
229697	231022	229697	231007	98.868778280543	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
229697	231022	231009	231980	1.05580693815988	1.440329218107	-	-	CDS	CDS	prodigal, prokka	glimmer, prodigal, prokka
229697	231022	231009	231941	1.05580693815988	1.5005359056806	-	-	CDS	CDS	prodigal, prokka	gms2, rast
231009	231980	231009	231941	95.9876543209877	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
232318	233619	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
233620	234750	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
234767	235936	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
235953	236678	235962	236678	98.7603305785124	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
236690	237232	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
237303	238421	237351	238421	95.7104557640751	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
238512	238898	238527	238898	96.1240310077519	100	+	+	CDS	CDS	glimmer	prodigal, prokka, rast
238512	238898	238521	238898	97.6744186046512	100	+	+	CDS	CDS	glimmer	gms2
238521	238898	238527	238898	98.4126984126984	100	+	+	CDS	CDS	gms2	prodigal, prokka, rast
239009	239803	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
239825	240886	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
241135	241431	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
241481	242440	241481	242434	99.375	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
242448	243173	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
243175	243669	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
243915	244541	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
244594	246960	244642	246960	97.9721166032953	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
246966	248174	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
248226	248327	248250	248326	75.4901960784314	100	-	+	CDS	tRNA	gms2	prokka, rast
248463	251186	248463	251177	99.6696035242291	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
251355	252731	251385	252731	97.8213507625272	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka
251355	252731	251433	252731	94.3355119825708	100	+	+	CDS	CDS	gms2	rast
251385	252731	251433	252731	96.4365256124722	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
252733	252900	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
252999	254183	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
254194	255000	254988	255953	1.61090458488228	1.34575569358178	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
254194	255000	254194	254973	96.6542750929368	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
254988	255953	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
255981	256958	256035	256958	94.478527607362	100	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
257024	258790	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
258819	259961	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
258819	259961	259945	260064	1.48731408573928	14.1666666666667	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, rast
259945	260064	260018	260803	39.1666666666667	5.97964376590331	+	+	CDS	CDS	glimmer, rast	prodigal, prokka, rast
259945	260064	260021	260803	36.6666666666667	5.61941251596424	+	+	CDS	CDS	glimmer, rast	gms2
260018	260803	260021	260803	99.618320610687	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2
260018	260803	260120	260803	87.0229007633588	100	+	+	CDS	CDS	prodigal, prokka, rast	glimmer
260021	260803	260120	260803	87.3563218390805	100	+	+	CDS	CDS	gms2	glimmer
260858	261532	260858	261508	96.4444444444444	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
261589	263172	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
263218	264981	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
265002	266939	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
266945	267451	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
267536	268192	267542	268192	99.0867579908676	100	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
268207	268695	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
268732	271023	268732	270963	97.3821989528796	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
271120	271500	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
271572	272351	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
272404	273960	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
274039	275220	274039	275211	99.238578680203	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
275438	275929	275438	275905	95.1219512195122	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
276190	277548	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
277751	279223	277757	279223	99.5926680244399	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
279238	280566	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
280569	281129	280746	281129	68.4491978609626	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
281173	282300	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
282360	283202	282360	282827	55.5160142348754	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
283263	284021	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
284392	284670	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
284949	285617	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
285698	286123	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
286136	287809	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
287815	288162	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
287815	288162	288159	288821	1.14942528735632	0.603318250377074	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
288159	288821	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
288834	290171	288834	290165	99.5515695067265	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
290438	290938	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
290953	292422	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
292563	292805	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
292903	293022	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
293125	294588	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
294707	295060	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
295062	296603	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
295062	296603	296596	296730	0.518806744487678	5.92592592592593	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer
296944	297972	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
296944	297972	297969	300851	0.388726919339164	0.138744363510232	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer
297969	300851	297987	300851	99.3756503642039	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
300869	304861	304858	309885	0.100175306786877	0.0795544948289578	+	+	CDS	CDS	gms2, prodigal, prokka	prodigal, prokka, rast
300869	304861	300929	304861	98.4973703981968	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
300869	304861	304798	309885	1.60280490859003	1.25786163522013	+	+	CDS	CDS	gms2, prodigal, prokka	gms2
300929	304861	304858	309885	0.101703534197813	0.0795544948289578	+	+	CDS	CDS	glimmer, rast	prodigal, prokka, rast
300929	304861	304798	309885	1.62725654716501	1.25786163522013	+	+	CDS	CDS	glimmer, rast	gms2
304798	309885	309872	312796	0.275157232704403	0.478632478632479	+	+	CDS	CDS	gms2	gms2, prodigal, prokka, rast
304798	309885	304858	309885	98.8207547169811	100	+	+	CDS	CDS	gms2	prodigal, prokka, rast
304798	309885	304909	309885	97.8183962264151	100	+	+	CDS	CDS	gms2	glimmer
304798	309885	309878	312796	0.157232704402516	0.274066461116821	+	+	CDS	CDS	gms2	glimmer
304858	309885	309872	312796	0.278440731901352	0.478632478632479	+	+	CDS	CDS	prodigal, prokka, rast	gms2, prodigal, prokka, rast
304858	309885	304909	309885	98.9856801909308	100	+	+	CDS	CDS	prodigal, prokka, rast	glimmer
304858	309885	309878	312796	0.159108989657916	0.274066461116821	+	+	CDS	CDS	prodigal, prokka, rast	glimmer
304909	309885	309872	312796	0.281293952180028	0.478632478632479	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
304909	309885	309878	312796	0.16073940124573	0.274066461116821	+	+	CDS	CDS	glimmer	glimmer
309872	312796	312785	313399	0.41025641025641	1.95121951219512	+	-	CDS	CDS	gms2, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
309872	312796	309878	312796	99.7948717948718	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
309878	312796	312785	313399	0.411099691675231	1.95121951219512	+	-	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
312785	313399	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
313427	314242	313427	314173	91.5441176470588	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
313427	314242	314229	314384	1.7156862745098	8.97435897435897	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
314229	314384	314351	315037	21.7948717948718	4.9490538573508	-	-	CDS	CDS	rast	gms2, glimmer
314229	314384	314351	315097	21.7948717948718	4.55153949129853	-	-	CDS	CDS	rast	prodigal, prokka
314229	314384	314351	315049	21.7948717948718	4.86409155937053	-	-	CDS	CDS	rast	rast
314351	315049	314351	315037	98.2832618025751	100	-	-	CDS	CDS	rast	gms2, glimmer
314351	315097	315060	316073	5.08701472556894	3.74753451676529	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
314351	315097	314351	315037	91.9678714859438	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer
314351	315097	314351	315049	93.574297188755	100	-	-	CDS	CDS	prodigal, prokka	rast
315060	316073	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
316166	317092	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
316166	317092	317084	317983	0.970873786407767	1	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
317084	317983	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
318006	318623	318006	318461	73.7864077669903	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
318006	318623	318469	318690	25.0809061488673	69.8198198198198	-	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
318469	318690	318668	319834	10.3603603603604	1.97086546700943	+	+	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
318668	319834	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
319868	320950	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
321029	321856	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
321862	322488	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
322559	322975	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
322990	325149	325115	325774	1.62037037037037	5.3030303030303	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
322990	325149	322990	325113	98.3333333333333	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
325115	325774	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
325789	327174	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
327176	328963	328953	329639	0.615212527964206	1.60116448326055	-	-	CDS	CDS	gms2, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
327176	328981	328953	329639	1.60575858250277	4.22125181950509	-	-	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
327176	328981	327176	328963	99.0033222591362	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
328953	329639	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
329641	329907	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
329984	330496	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
330515	331558	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
331661	332065	331661	331993	82.2222222222222	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
332372	332590	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
332609	334531	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
334701	335333	334701	335279	91.4691943127962	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
335443	336405	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
336497	336895	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
336983	338290	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
338332	338859	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
338874	341231	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
341472	347708	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
347712	355601	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
355662	355874	355873	356124	0.938967136150235	0.793650793650794	-	+	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
355873	356124	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
356126	356377	356244	356549	53.1746031746032	43.7908496732026	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
356244	356549	356412	356549	45.0980392156863	100	+	+	CDS	CDS	glimmer	rast
356589	356864	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
357141	358499	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
357141	358499	358493	359179	0.515084621044886	1.01892285298399	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
358493	359179	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
359422	359700	359431	359700	96.7741935483871	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
359770	362007	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
362014	362292	362014	362289	98.9247311827957	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
362410	363474	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
363560	364351	363560	364297	93.1818181818182	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
364442	365227	364469	365227	96.5648854961832	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
365267	366016	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
366254	366757	366272	366757	96.4285714285714	100	+	+	CDS	CDS	gms2, rast	glimmer, prodigal, prokka
366794	368593	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
369014	369358	369038	369358	93.0434782608696	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
369385	371109	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
371322	372158	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
372224	373294	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
373371	373535	373371	373484	69.0909090909091	100	-	-	CDS	CDS	glimmer	rast
373615	375507	373627	375507	99.3660855784469	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
375577	376269	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
376448	378757	376463	378757	99.3506493506493	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
378894	380561	378894	380519	97.4820143884892	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
380720	381541	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
381916	382884	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
382894	383430	382894	383409	96.0893854748603	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
383514	384113	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
384146	386893	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
387199	387399	387199	387387	94.0298507462687	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
387567	388592	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
389249	390376	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
390754	391593	390754	391566	96.7857142857143	100	-	-	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
391896	392690	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
392701	393612	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
393687	395912	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
395975	396577	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
396652	397176	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
397259	399565	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
399706	400062	400059	401063	1.12044817927171	0.398009950248756	+	-	CDS	CDS	gms2, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
399706	400062	399736	400062	91.5966386554622	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
399736	400062	400059	401063	1.22324159021407	0.398009950248756	+	-	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
400059	401063	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
401155	403095	401209	403095	97.2179289026275	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
403104	403697	403104	403688	98.4848484848485	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
403723	404355	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
404533	405615	404587	405615	95.0138504155125	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
405631	406188	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
406298	406810	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
406298	406810	406761	406874	9.74658869395711	43.859649122807	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	rast
406761	406874	406864	408129	9.64912280701754	0.868878357030016	+	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
406864	408129	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
408131	409666	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
409715	409870	409839	410606	20.5128205128205	4.16666666666667	+	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
409839	410606	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
410617	411633	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
411767	412801	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
412956	413996	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
412956	413996	413993	414409	0.384245917387128	0.959232613908873	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
413993	414409	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
414542	415816	414578	415816	97.1764705882353	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
415975	416862	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
416917	418269	417001	418269	93.7915742793792	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
418604	420289	418691	420289	94.8398576512456	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
420569	421078	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
421575	422447	421650	422447	91.4089347079038	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
422612	423304	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
423331	423978	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
423980	424837	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
424882	427047	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
427096	428946	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
429352	429693	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
429737	430321	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
430613	430981	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
431185	432093	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
432152	432319	432277	432612	25.5952380952381	12.797619047619	-	-	CDS	CDS	rast	gms2, prodigal, prokka
432152	432319	432277	432660	25.5952380952381	11.1979166666667	-	-	CDS	CDS	rast	glimmer, rast
432277	432660	432277	432612	87.5	100	-	-	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
432901	434232	432901	434208	98.1981981981982	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
434243	434362	NA	NA	0	0	+	NA	CDS	NA	rast	NA
434412	435101	434412	434687	40	100	-	-	CDS	CDS	prodigal, prokka	rast
434412	435152	434412	435101	93.1174089068826	100	-	-	CDS	CDS	gms2, glimmer	prodigal, prokka
434412	435152	435146	435271	0.944669365721997	5.55555555555556	-	+	CDS	CDS	gms2, glimmer	glimmer, rast
434412	435152	434412	434687	37.246963562753	100	-	-	CDS	CDS	gms2, glimmer	rast
435290	435877	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
436061	437704	436067	437704	99.6350364963504	100	+	+	CDS	CDS	gms2, glimmer, rast	prodigal, prokka
437834	438481	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
438647	440113	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
438647	440113	440113	440235	0.0681663258350375	0.813008130081301	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer
440240	442000	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
440240	442000	441989	443440	0.681431005110733	0.826446280991736	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, prodigal, prokka
440240	442000	441989	443413	0.681431005110733	0.842105263157895	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2
440240	442000	441989	443194	0.681431005110733	0.995024875621891	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	rast
441989	443413	441989	443194	84.6315789473684	100	-	-	CDS	CDS	gms2	rast
441989	443440	441989	443413	98.1404958677686	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2
441989	443440	441989	443194	83.0578512396694	100	-	-	CDS	CDS	glimmer, prodigal, prokka	rast
443602	444807	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
444924	446234	444924	446225	99.3135011441648	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
446477	447433	446477	447340	90.282131661442	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
446477	447433	447390	447791	4.59770114942529	10.9452736318408	-	-	CDS	CDS	prodigal, prokka	gms2, prodigal, prokka
